Drug,PMID,PubDate,Journal,Title,Source
ATEZOLIZUMAB,42583973,2026 Jul 1,Indian J Pharmacol,Gastrointestinal adverse events related to monoclonal antibodies: A comprehensive evaluation of data from the FDA Adverse Event Reporting System database.,PubMed
ATEZOLIZUMAB,42580588,2026 Aug 11,JHEP Rep,Competing risks of treatment discontinuation of atezolizumab plus bevacizumab in unresectable hepatocellular carcinoma.,PubMed
ATEZOLIZUMAB,42517276,2026 Jul 28,J Eur Acad Dermatol Venereol,Severe oral lichenoid reactions associated with immune checkpoint inhibitors.,PubMed
ATEZOLIZUMAB,42515859,2026 Jul 27,BJU Int,INtraVESical immunoTherapy (INVEST) prior to radical cystectomy for bladder cancer: trial protocol.,PubMed
ATEZOLIZUMAB,42507968,2026 Jul 27,J Clin Oncol,"SKYSCRAPER-01: Tiragolumab in Combination With Atezolizumab in Previously Untreated PD-L1-High, Locally Advanced, Unresectable or Metastatic Non-Small Cell Lung Cancer.",PubMed
ATEZOLIZUMAB,42504811,2026 Aug,J Manag Care Spec Pharm,Health care use and costs associated with clinically impactful immune-related adverse events during immune checkpoint inhibitor therapy for non-small cell lung cancer.,PubMed
ATEZOLIZUMAB,42485604,2026 Jul 22,JCO Oncol Pract,Comparative Risk of Cardiovascular Hospitalization With Immune Checkpoint Inhibitors Versus Chemotherapy.,PubMed
ATEZOLIZUMAB,42482754,2026,Front Oncol,Case Report: immune checkpoint inhibitor-associated aseptic meningitis in lung cancer: two cases illustrating an exclusion-based diagnosis approach and stepwise immunosuppressive treatment.,PubMed
ATEZOLIZUMAB,42477572,2026 Jul 20,BMC Cancer,Real-world evidence for atezolizumab with bevacizumab for unresectable hepatocellular carcinoma: a multicentre UK Midlands cohort.,PubMed
ATEZOLIZUMAB,42467392,2026 Jul 17,Discov Oncol,Mechanistic synergies and optimal sequencing of anti‑VEGF plus immune checkpoint inhibition in gastrointestinal cancers.,PubMed
ATEZOLIZUMAB,42467032,2026 Jul 17,Int J Radiat Oncol Biol Phys,A Phase 1 Trial of Dose-Escalated Hypofractionated Adaptive Radiation Therapy With Atezolizumab for Advanced Head and Neck Cancers.,PubMed
ATEZOLIZUMAB,42461453,2026 Jul 16,J Gastrointest Cancer,Safety of Immune-Targeted Therapy in Patients with Hepatocellular Carcinoma in the Real-World.,PubMed
ATEZOLIZUMAB,42449709,2026 Jul 6,Cancers (Basel),Organ-System Predictors of Immune-Related Adverse Events and Their Prognostic Impact in Immune Checkpoint Inhibitors-Treated Cancer Patients: A MENA Retrospective Cohort.,PubMed
ATEZOLIZUMAB,42446471,2026 Aug 12,Expert Opin Drug Saf,Safety profile of dual TIGIT and PD-L1 blockade with tiragolumab plus atezolizumab in solid tumors: a systematic review and meta-analysis of randomized controlled trials.,PubMed
ATEZOLIZUMAB,42424047,2026 Jul 9,JAMA Oncol,Consolidative Thoracic Radiotherapy With Atezolizumab Maintenance in Extensive-Stage Small Cell Lung Cancer: The Phase 2 TREASURE Randomized Clinical Trial (AIO-TRK-0320).,PubMed
AXITINIB,42595062,2026 Aug 13,Free Radic Biol Med,Light-Induced Structural Rearrangements of Axitinib and Their Role in Phototoxic Responses.,PubMed
AXITINIB,42594052,2026 Aug 13,Clin Cancer Res,Phase II trial of First-Line Axitinib Plus Nivolumab in Patients with Advanced Mucosal Melanoma.,PubMed
AXITINIB,42580409,2026 Aug 11,J Biol Chem,A High-Affinity Anti-ITGB5 Nanobody for Hepatocellular Carcinoma: Antitumor Efficacy and Tumor Microenvironment Reprogramming.,PubMed
AXITINIB,42560845,2026 Aug 6,J Liposome Res,Repurposed Axitinib delivered via lipid-extruded PEGylated liposomes: 2D/3D breast cancer cell evaluation and in-vivo pharmacokinetics.,PubMed
AXITINIB,42515676,2026 Jun 26,Pharmaceuticals (Basel),"Phytochemical Profiling and Computational Screening of Musa acuminata Peel as Hemorrhagic Wound Treatment Candidate: Network Pharmacology, Molecular Docking, Molecular Dynamics, and DFT Approaches.",PubMed
AXITINIB,42448652,2026 Jul 14,Cell Death Dis,Targeting enolase isoenzyme 2 enables precision glycolysis inhibition in VHL-mutant renal cell carcinoma.,PubMed
AXITINIB,42433301,2026 Aug,Eur Urol Open Sci,The ITALIC-RCC: A Randomized Trial on Clinical and Humoral Impact of Primary Tumor Ablation by Surgery or Radiotherapy in Metastatic Renal Cell Carcinoma Treated with Checkpoint Inhibitors.,PubMed
AXITINIB,42378551,2026 Apr,JCO Clin Cancer Inform,Bayesian Methods for Subgroup Efficacy and Safety: Application to Japanese Patients in JAVELIN Renal 101.,PubMed
AXITINIB,42346225,2026 May 30,Curr Oncol,Real-World Analysis of Metastatic Renal Cell Carcinoma Patients Treated with Pembrolizumab Plus Axitinib: Evidence from the Campania Oncology Network.,PubMed
AXITINIB,42307134,2026 Jun 17,Exp Physiol,VEGF inhibitor-induced vascular dysfunction involves redox-sensitive PARP activation and SIRT1 disruption.,PubMed
AXITINIB,42232545,2026,Front Oncol,Integrative oncology along with systemic cancer therapies in advanced bladder and prostate cancer: metabolic optimization guiding the shift from palliative care to clinical remission - a case report.,PubMed
AXITINIB,42166160,2026 May 1,JAMA Netw Open,Axitinib-Pembrolizumab and Adverse Event Management in Patients With Advanced Renal Cell Carcinoma.,PubMed
AXITINIB,42103905,2026 May 8,BJC Rep,4-weekly avelumab plus axitinib in patients with metastatic renal cell carcinoma.,PubMed
AXITINIB,42030026,2026 Apr 24,Support Care Cancer,Cardiac adverse events associated with axitinib: A real-world pharmacovigilance study based on the Japanese adverse drug event report database.,PubMed
AXITINIB,41991383,2026 Jun,Urol Oncol,"An integrated restricted mean survival time-based evaluation of efficacy, toxicity, and cost in first-line immunotherapy regimens for metastatic renal cell carcinoma.",PubMed
AZACITIDINE,42563153,2026 Aug 5,BMC Cancer,DECIDER-2: Prospective randomized multicenter phase III trial of decitabine and venetoclax administered in combination with all-trans retinoic acid or placebo in patients with acute myeloid leukemia who are ineligible for induction chemotherapy.,PubMed
AZACITIDINE,42552623,2026 Aug,Genes Chromosomes Cancer,DNA Hypomethylation Is Not Cell Intrinsically Toxic to Polycomb Repressive Complex 2 Deficient Malignant Peripheral Nerve Sheath Tumors.,PubMed
AZACITIDINE,42545812,2026 Sep,Hematol Oncol,A Phase 1 Trial of Duvelisib and Oral Azacitidine in Relapsed/Refractory T-Cell Lymphoma.,PubMed
AZACITIDINE,42534179,2026 Jun,Cureus,Gilteritinib-Associated Hypertriglyceridemia During Acute Myeloid Leukemia Triplet Therapy in a 52-Year-Old Man: A Case Report.,PubMed
AZACITIDINE,42532517,2026 Jul 30,Eur J Haematol,Dose-Adjusted Treatment With 7-Day Venetoclax Plus Azacitidine or Decitabine in Patients With Acute Myeloid Leukaemia.,PubMed
AZACITIDINE,42522802,2026 Jul 1,Asian Pac J Cancer Prev,Prognostic Implications and Therapeutic Landscape of IDH1-Mutated AML: An Updated Review of Evidence and Indian Perspective.,PubMed
AZACITIDINE,42520193,2026 Jul 28,Blood,OPTI-AML: Prospective Comparison of 28 vs.14 days of Venetoclax Induction with Azacitidine in Older Adults with AML.,PubMed
AZACITIDINE,42505231,2026 Jul 18,Curr Oncol,Management of Acute Myeloid Leukemia in Older Patients: An Updated Canadian Consensus.,PubMed
AZACITIDINE,42505206,2026 Jul 7,Curr Oncol,Real-World Management of HMA-Related Myelosuppression During MDS Treatment in the Canadian Landscape.,PubMed
AZACITIDINE,42500589,2026,Oncol Res,"Real-World Experience with Venetoclax Therapeutic Drug Monitoring in Acute Myeloid Leukemia: Role of Posaconazole, Correlation with Safety and Efficacy.",PubMed
AZACITIDINE,42498285,2026 Jul 24,Blood Adv,A Phase 1/1b Study of the All-Oral Regimen CC-486 and Venetoclax in Acute Myeloid Leukemia.,PubMed
AZACITIDINE,42485673,2026 Sep,Leuk Res,Dose schedule modifications of 5-azacitidine monotherapy in myelodysplastic neoplasias and chronic myelomonocytic leukaemia.,PubMed
AZACITIDINE,42453671,2026,Front Nutr,Gastrointestinal adverse reactions and metabolism-nutrition disorders associated with hypomethylating agents: a pharmacovigilance study with exploratory mechanistic analysis.,PubMed
AZACITIDINE,42430543,2026 Jul 10,Chem Res Toxicol,Targeting DNA Methylation: New Paradigms and the Advent of Gene-Selective Tools.,PubMed
AZACITIDINE,42419338,2026 Aug,Lancet Haematol,"Venetoclax in combination with cytarabine with or without idarubicin or azacitidine in children, adolescents, and young adults with relapsed or refractory acute myeloid leukaemia (VENAML): a multicentre, phase 1 expansion study.",PubMed
BEVACIZUMAB,42588647,2026 Jul 28,Cancers (Basel),Impact of Bevacizumab Relative Dose Intensity and Treatment-Induced Proteinuria on the Efficacy of Trifluridine/Tipiracil Plus Bevacizumab in Metastatic Colorectal Cancer.,PubMed
BEVACIZUMAB,42583973,2026 Jul 1,Indian J Pharmacol,Gastrointestinal adverse events related to monoclonal antibodies: A comprehensive evaluation of data from the FDA Adverse Event Reporting System database.,PubMed
BEVACIZUMAB,42580588,2026 Aug 11,JHEP Rep,Competing risks of treatment discontinuation of atezolizumab plus bevacizumab in unresectable hepatocellular carcinoma.,PubMed
BEVACIZUMAB,42550800,2026 Aug 4,Am J Case Rep,Right Ventricular Metastasis From Cervical Cancer Treated With Pembrolizumab-Containing Chemotherapy: A Case Report and Literature Review.,PubMed
BEVACIZUMAB,42567378,2026 Aug 7,Int J Pharm,Eight-month sustained delivery of regorafenib from subconjunctival crystal depots for inhibition of corneal neovascularization.,PubMed
BEVACIZUMAB,42545685,2026 Aug 3,JAMA,Addition of High-Dose Vitamin D3 to Standard Treatment in Patients With Metastatic Colorectal Cancer: The SOLARIS Randomized Clinical Trial (Alliance A021703).,PubMed
BEVACIZUMAB,42519234,2026,J Hepatocell Carcinoma,"Adjuvant Sintilimab Plus Bevacizumab After Curative Resection of Spontaneously Ruptured Hepatocellular Carcinoma: Protocol for a Prospective, Exploratory, Single-Arm Study (CLEAR-2).",PubMed
BEVACIZUMAB,42517276,2026 Jul 28,J Eur Acad Dermatol Venereol,Severe oral lichenoid reactions associated with immune checkpoint inhibitors.,PubMed
BEVACIZUMAB,42512271,2026 Jul 8,Cancers (Basel),Comparing the Effectiveness and Safety of Different Third-Line Management Options for Patients with Metastatic Colorectal Cancer: A Systematic Review and Reconstructed Individual Patient Data Meta-Analysis.,PubMed
BEVACIZUMAB,42511923,2026 Jun 26,Biomedicines,Enhancing Targeted Colorectal Cancer Therapies with Natural Products: Mechanistic Pathways.,PubMed
BEVACIZUMAB,42494788,2026 Aug,Kidney Med,A Novel Entity of Renal Toxicity After Combination Chemotherapy: An Onco-Nephrology Kidney Biopsy Teaching Case.,PubMed
BEVACIZUMAB,42494441,2026,Front Med (Lausanne),Combined treatment using repurposed synthetic peptide desmopressin and bevacizumab as a potential antiangiogenic strategy in osteosarcoma.,PubMed
BEVACIZUMAB,42483493,2026,Case Rep Oncol Med,Successful Sequential Multimodal Therapy for Lingual Rhabdomyosarcoma in a Young Adult: Case Report.,PubMed
BEVACIZUMAB,42477572,2026 Jul 20,BMC Cancer,Real-world evidence for atezolizumab with bevacizumab for unresectable hepatocellular carcinoma: a multicentre UK Midlands cohort.,PubMed
BEVACIZUMAB,42467392,2026 Jul 17,Discov Oncol,Mechanistic synergies and optimal sequencing of anti‑VEGF plus immune checkpoint inhibition in gastrointestinal cancers.,PubMed
BORTEZOMIB,42557676,2026 Aug,Cancer Rep (Hoboken),Harnessing Repurposed Drugs to Enhance Temozolomide Efficacy in Glioblastoma.,PubMed
BORTEZOMIB,42554853,2026 Aug 6,Handb Exp Pharmacol,Boron-Containing Drug Candidates in Clinical Trials.,PubMed
BORTEZOMIB,42543782,2026 Aug 2,Br J Haematol,High prevalence of iron deficiency among daratumumab-treated newly diagnosed multiple myeloma patients.,PubMed
BORTEZOMIB,42521571,2026 Jun 25,Clin Lymphoma Myeloma Leuk,Belantamab Mafodotin for Patients With Multiple Myeloma: Clinical Development and Practical Strategies for Dose Optimization and Toxicity Management.,PubMed
BORTEZOMIB,42494534,2026,Front Pharmacol,"Why pharmacogenomic biomarkers for chemotherapy-induced peripheral neuropathy fail: a systematic review of genetic associations, replication, and clinical translation.",PubMed
BORTEZOMIB,42418224,2026 Aug,Future Oncol,"Belantamab mafodotin, a BCMA-directed antibody-drug conjugate for multiple myeloma.",PubMed
BORTEZOMIB,42394711,2026,Front Oncol,"Real-world effectiveness and safety of carfilzomib, pomalidomide, and dexamethasone in relapsed/refractory multiple myeloma: a retrospective analysis from China.",PubMed
BORTEZOMIB,42389559,2026,Ecancermedicalscience,Establishment of the first bone marrow transplant program in francophone sub-Saharan Africa: clinical case and future perspectives.,PubMed
BORTEZOMIB,42383996,2026 Jul 1,Br J Haematol,Clinical outcomes of the chemo-free approach in relapsed/refractory follicular lymphoma: A network meta-analysis.,PubMed
BORTEZOMIB,42376206,2026 Aug,Blood Neoplasia,Ixazomib with chemotherapy for childhood relapsed acute lymphoblastic leukemia: a TACL consortium report.,PubMed
BORTEZOMIB,42343619,2026 Jun 23,Nephrol Dial Transplant,Bortezomib-Cyclophosphamide-Dexamethasone versus Rituximab in PGNMID.,PubMed
BORTEZOMIB,42337655,2026 Jun 23,J Neuroinflammation,"Bortezomib-induced gastrointestinal dysfunction, peripheral neuropathy and neuroimmune signalling are influenced by the gut microbiota in mice.",PubMed
BORTEZOMIB,42335939,2026 Jun 23,Nephrol Dial Transplant,Bortezomib-Cyclophosphamide-Dexamethasone versus Rituximab in PGNMID -Dexamethasone versus Rituximab in PGNMID.,PubMed
BORTEZOMIB,42331283,2026 Jun 22,Value Health,Cost-Effectiveness of Autologous Stem Cell Transplantation in Multiple Myeloma Patients Aged 65 to 69 Years (CAREMM-2110 Study).,PubMed
BORTEZOMIB,42305039,2026 Sep,Am J Hematol,"Outcomes From the Multicenter ACCRU-LY-1804/CARiBOU TRIAL (Cytarabine, Acalabrutinib and Rituximab Integrated With Bortezomib-Based Outpatient Therapy) in 1st Line Mantle Cell Lymphoma.",PubMed
CABOZANTINIB,42525389,2026 Aug 6,Oncologist,Targeted therapies in the management of advanced medullary thyroid cancer.,PubMed
CABOZANTINIB,42520863,2026 Jul 28,Crit Rev Oncol Hematol,"RET alterations in thyroid cancer: Molecular mechanisms, targeted therapies, and emerging resistance.",PubMed
CABOZANTINIB,42485262,2026 Aug 6,Oncologist,A phase II study to evaluate the efficacy of commercially available molecularly matched targeted therapies in the second-line setting.,PubMed
CABOZANTINIB,42475794,2026 Jun 19,Clin Genitourin Cancer,Early Intermittent Cabozantinib in Metastatic Renal Cell Carcinoma: Efficacy and Safety in a Multicenter Retrospective Analysis.,PubMed
CABOZANTINIB,42464667,2026 Jul,Int J Urol,Post-Marketing Surveillance of the Safety and Effectiveness of Cabozantinib in Japanese Patients With Advanced Renal Cell Carcinoma.,PubMed
CABOZANTINIB,42461453,2026 Jul 16,J Gastrointest Cancer,Safety of Immune-Targeted Therapy in Patients with Hepatocellular Carcinoma in the Real-World.,PubMed
CABOZANTINIB,42440541,2026,Front Endocrinol (Lausanne),Selpercatinib versus multi-kinase inhibitors for advanced medullary thyroid cancer: A network meta-analysis of RET-targeted therapies.,PubMed
CABOZANTINIB,42433301,2026 Aug,Eur Urol Open Sci,The ITALIC-RCC: A Randomized Trial on Clinical and Humoral Impact of Primary Tumor Ablation by Surgery or Radiotherapy in Metastatic Renal Cell Carcinoma Treated with Checkpoint Inhibitors.,PubMed
CABOZANTINIB,42400775,2026 Jul 4,Int J Clin Oncol,Relationships of serum cabozantinib concentration with tumor response and adverse events in treatment of advanced renal cell carcinoma: observational exploratory prospective study.,PubMed
CABOZANTINIB,42399307,2026 Jul 3,Sci Rep,TWEAK/FN14 inhibition synergizes with oncogene-directed tyrosine kinase inhibitors to overcome resistance across multiple driver contexts.,PubMed
CABOZANTINIB,42371436,2026 May,Cureus,Cabozantinib in Metastatic Chromophobe Renal Cell Carcinoma: A Single-Center Case Series.,PubMed
CABOZANTINIB,42366526,2026 Dec 31,Oncoimmunology,Efficacy and safety of cabozantinib plus nivolumab in advanced non-clear cell renal cell carcinoma: a nationwide multicenter study.,PubMed
CABOZANTINIB,42363143,2026 Jun 26,BMC Cancer,A phase II study of cabozantinib in metastatic or unresectable refractory gastrointestinal stromal tumour(GIST): a single-centre study from India.,PubMed
CABOZANTINIB,42342601,2026 Aug,Thyroid,Targeted Therapy-Induced Erythrocytosis in Thyroid Cancers: An Underrecognized Safety Signal from a Retrospective Study.,PubMed
CABOZANTINIB,42283932,2026 Jun,Clin Pharmacokinet,Therapeutic Drug Monitoring and Model-Informed Precision Dosing of Oral TKIs and PARP Inhibitors: A Practical Framework for Clinical Implementation.,PubMed
CAPECITABINE,42572030,2026 Aug 10,Signal Transduct Target Ther,"Randomized phase 2 trial of a PARP inhibitor TSL-1502 in germline BRCA-mutated, HER2-negative locally advanced/metastatic breast cancer.",PubMed
CAPECITABINE,42571996,2026 Jul 2,Dis Esophagus,Lessons learned from the use of capecitabine-based triplet neoadjuvant chemotherapy in locally advanced esophageal squamous cell carcinoma.,PubMed
CAPECITABINE,42551632,2026 Aug 4,Radiother Oncol,Early regression index-guided adaptive dose escalation in locally advanced rectal cancer: results of the prospective THUNDER-2 trial.,PubMed
CAPECITABINE,42566731,2026 Aug,JCO Precis Oncol,DPYD-Guided Dosing of Metronomic Capecitabine Plus Vinorelbine in Metastatic Human Epidermal Growth Factor Receptor 2-Negative Breast Cancer: A Real-World Retrospective Study.,PubMed
CAPECITABINE,42540881,2026 Jul 1,J Adv Pract Oncol,Capecitabine-Induced Hand-Foot Syndrome With Genital Involvement.,PubMed
CAPECITABINE,42520930,2026 Jul 28,JHEP Rep,Adjuvant capecitabine in resected biliary tract cancer: a real-world data from the BILCAP-Real study (ACABi multicentre cohort).,PubMed
CAPECITABINE,42512365,2026 Jul 17,Cancers (Basel),Adverse Events as a Surrogate of Sufficient Pharmacological Exposure in Metronomic Combination Chemotherapy: Extended Real-World Cohort Analysis of the FulVEC Regimen in Metastatic ER+/HER2- Breast Cancer.,PubMed
CAPECITABINE,42508575,2026 Jul 27,Am J Clin Nutr,One-carbon metabolism and chemotherapy-induced toxicities in patients with stage II-III colorectal cancer: a prospective cohort study.,PubMed
CAPECITABINE,42508427,2026 Aug,Lancet Oncol,"Addition of irinotecan to chemoradiotherapy as preoperative treatment for locally advanced rectal cancer (ARISTOTLE): a multicentre, open-label, phase 3, randomised controlled trial.",PubMed
CAPECITABINE,42497483,2026 Jul 24,ESMO Open,Datopotamab deruxtecan versus chemotherapy in previously treated inoperable/metastatic hormone receptor-positive HER2-negative breast cancer: safety and patient-reported outcomes from the phase III TROPION-Breast01 study.,PubMed
CAPECITABINE,42492015,2026 Jul 23,J Clin Oncol,"Total Neoadjuvant Therapy With Long-Course Radiotherapy Versus Chemoradiotherapy in High-Risk Locally Advanced Rectal Cancer (TNTCRT): A Multicenter, Randomized, Phase III Trial.",PubMed
CAPECITABINE,42456199,2026 Jun 19,J Pharmacol Exp Ther,Metformin enhances the pathological response in nondiabetic patients with rectal cancer undergoing neoadjuvant chemoradiotherapy: A randomized controlled trial.,PubMed
CAPECITABINE,42449660,2026 Jun 30,Cancers (Basel),Clinical Impact of Total Neoadjuvant Therapy Combined with Dose-Escalated Intensity-Modulated Radiotherapy for Lower Rectal Cancer: A Comparison with Conventional Neoadjuvant Chemoradiotherapy.,PubMed
CAPECITABINE,42445181,2026,Front Immunol,Case Report: Long-term disease control with immunotherapy in primary mandibular adenoid cystic carcinoma presenting with pulmonary metastasis.,PubMed
CAPECITABINE,42440482,2026,Front Oncol,Chemotherapy combined with immunotherapy vs. chemotherapy: comparison of safety and efficacy in adjuvant therapy for intrahepatic cholangiocarcinoma.,PubMed
CARBOPLATIN,42571169,2026 Jul-Sep,Dose Response,Efficacy and Safety of Sintilimab in Combination With Anlotinib and Chemoradiotherapy as First-Line Treatment for Driver Gene-Negative Oligometastatic Non-small Cell Lung Cancer: A Real-World Cohort Study.,PubMed
CARBOPLATIN,42550800,2026 Aug 4,Am J Case Rep,Right Ventricular Metastasis From Cervical Cancer Treated With Pembrolizumab-Containing Chemotherapy: A Case Report and Literature Review.,PubMed
CARBOPLATIN,42559863,2026 Dec,Future Sci OA,Drug-Induced liver injury with adebrelimab: how to assess causality using the updated RUCAM?,PubMed
CARBOPLATIN,42556088,2026 Jul 13,Clin Genitourin Cancer,Transient PSA Suppression Without Survival Benefit: Real-World Comparative Effectiveness of Cabazitaxel Plus Carboplatin in Metastatic Castration-Resistant Prostate Cancer (mCRPC).,PubMed
CARBOPLATIN,42553724,2026,World J Pediatr Surg,Intra-arterial chemotherapy for retinoblastoma: a structured narrative review.,PubMed
CARBOPLATIN,42545498,2026 Aug 3,Strahlenther Onkol,Carboplatin/Paclitaxel can be an effective alternative for cisplatin-ineligible patients with locally advanced HNSCC.,PubMed
CARBOPLATIN,42543606,2026,Yakugaku Zasshi,[Pharmaceutical Verification of Chemotherapy-induced Adverse Events].,PubMed
CARBOPLATIN,42540235,2026 Sep,Oncol Lett,"Neoadjuvant therapy for stage II-III triple-negative breast cancer: Current evidence, clinical boundaries and emerging strategies (Review).",PubMed
CARBOPLATIN,42539996,2026,Explor Target Antitumor Ther,Paclitaxel and carboplatin after disease progression on immune checkpoint inhibitor for patients with metastatic urothelial carcinoma.,PubMed
CARBOPLATIN,42524888,2026 Sep,Thyroid,The Treatment of Advanced Thyroid Cancer Using Pemetrexed Monotherapy or with Platinum-Based Chemotherapy.,PubMed
CARBOPLATIN,42517276,2026 Jul 28,J Eur Acad Dermatol Venereol,Severe oral lichenoid reactions associated with immune checkpoint inhibitors.,PubMed
CARBOPLATIN,42514220,2026 Jul 11,Life (Basel),Choosing the Platinum Partner in Advanced Biliary Tract Cancer: A Propensity Score-Matched Real-World Comparison of Gemcitabine Plus Carboplatin Versus Gemcitabine Plus Cisplatin.,PubMed
CARBOPLATIN,42503543,2026 Jul 26,Support Care Cancer,Predicting taxane-induced peripheral neuropathy by nailfold capillaroscopy: The CAPNEU pilot study.,PubMed
CARBOPLATIN,42494788,2026 Aug,Kidney Med,A Novel Entity of Renal Toxicity After Combination Chemotherapy: An Onco-Nephrology Kidney Biopsy Teaching Case.,PubMed
CARBOPLATIN,42489393,2026 Aug,J Obstet Gynaecol Res,"Neoadjuvant Paclitaxel-Carboplatin Chemotherapy Followed by Cesarean Radical Hysterectomy in Pregnant Patients With Cervical Cancer: Obstetric, Neonatal, and Surgical Outcomes.",PubMed
CETUXIMAB,42592099,2026 Jul,Antib Ther,Epidermal growth factor receptor-targeted near-infrared photoimmunotherapy for epidermal growth factor receptor-expressing advanced solid tumors: a scoping review of barriers and enablers to clinical translation.,PubMed
CETUXIMAB,42589956,2026 Jul 27,J Clin Med,Outcomes and Prognostic Factors of Cetuximab-Based Therapy in Recurrent/Metastatic Head and Neck Squamous Cell Carcinoma.,PubMed
CETUXIMAB,42581129,2026 Aug 12,Cancer Chemother Pharmacol,Adverse events of cetuximab sarotalocan in photoimmunotherapy: insights from the Japanese adverse drug event report database.,PubMed
CETUXIMAB,42567259,2026 Aug 7,J Invest Dermatol,Activatable photoimmunotherapy enables spatiotemporal depletion of pathogenic cells in immune-driven disease and cancer.,PubMed
CETUXIMAB,42540027,2026,Health Serv Insights,Adverse Event Profiles of Monoclonal Antibodies: A Descriptive Analysis of FAERS Data.,PubMed
CETUXIMAB,42522799,2026 Jul 1,Asian Pac J Cancer Prev,Oral Squamous Cell Carcinoma: A New Era in Molecular Mechanisms and Emerging Targeted Therapies.,PubMed
CETUXIMAB,42516366,2026,Front Immunol,Disproportionality analysis of drug-related interstitial lung disease in patients with head and neck squamous cell carcinoma: a signal mining study.,PubMed
CETUXIMAB,42511923,2026 Jun 26,Biomedicines,Enhancing Targeted Colorectal Cancer Therapies with Natural Products: Mechanistic Pathways.,PubMed
CETUXIMAB,42508768,2026 Jul 27,J Control Release,Cleavage-activatable antibody-photosensitizer conjugate enables tumor-selective photodynamic activation and immunogenic cell death.,PubMed
CETUXIMAB,42483493,2026,Case Rep Oncol Med,Successful Sequential Multimodal Therapy for Lingual Rhabdomyosarcoma in a Young Adult: Case Report.,PubMed
CETUXIMAB,42477619,2026 Jul 21,BMC Cancer,Efficacy and safety of cetuximab-irinotecan rechallenge versus regorafenib in ras wild-type metastatic colorectal cancer: a single-center exploratory randomized trial.,PubMed
CETUXIMAB,42463606,2026 Jul 16,Ann Surg Oncol,"Integrated Evaluation of Survival, Surgical Conversion, and Toxicity for Induction Therapy in Initially Unresectable Colorectal Liver Metastases: An Individual Patient Data Network Meta-analysis.",PubMed
CETUXIMAB,42454128,2026,Front Med (Lausanne),Case Report: A case of carbapenem hypersensitivity and tigecycline-associated coagulopathy after immunotherapy for advanced oral cancer.,PubMed
CETUXIMAB,42423856,2026 Jul 9,J Gastrointest Cancer,"Treatment Selection Beyond Second Line in Metastatic Colorectal Cancer: Practical Sequencing of Cytotoxic Salvage Therapy, Anti-angiogenic Agents, Rechallenge Strategies, and Biomarker-Guided Treatments.",PubMed
CETUXIMAB,42397650,2026 Jul 3,J Gastrointest Cancer,Outcomes of Epidermal Growth Factor Receptor Inhibitors in Locally Advanced and Metastatic Anal Squamous Cell Carcinoma: A Systematic Review and Meta-Analysis.,PubMed
CISPLATIN,42593850,,,,PubMed
CISPLATIN,42591502,,,,PubMed
CISPLATIN,42591338,,,,PubMed
CISPLATIN,42589658,,,,PubMed
CISPLATIN,42588665,,,,PubMed
CISPLATIN,42588530,,,,PubMed
CISPLATIN,42587827,,,,PubMed
CISPLATIN,42585815,,,,PubMed
CISPLATIN,42584816,,,,PubMed
CISPLATIN,42582976,,,,PubMed
CYCLOPHOSPHAMIDE,42595268,2026 Aug 13,Respir Med,Rituximab in Progressive Connective Tissue Disease-Associated Interstitial Lung Disease: A Multicenter Real-World Cohort Study.,PubMed
CYCLOPHOSPHAMIDE,42586699,2026 Oct 1,Carbohydr Polym,Exopolysaccharides from lecithin-zeaxanthin-stimulated Cordyceps militaris alleviate cyclophosphamide-induced immunosuppression and intestine-liver injury.,PubMed
CYCLOPHOSPHAMIDE,42577579,2026,Case Rep Infect Dis,HIV-Associated Diffuse Large B-Cell Lymphoma Treated With Outpatient Pola-R-CHP Without Antiretroviral Therapy Modification: A Case Report.,PubMed
CYCLOPHOSPHAMIDE,42575207,2026 Aug 10,Transplant Cell Ther,Phenotype-Specific Associations Between Graft‑Versus‑Host Disease and Post‑Transplant Outcomes.,PubMed
CYCLOPHOSPHAMIDE,42559421,2026,Rheumatol Adv Pract,Current and future advances in practice: polyarteritis nodosa and related vasculitides.,PubMed
CYCLOPHOSPHAMIDE,42534766,2026,PeerJ,"Overaccumulation of miR-483-3p exerts acute toxic effects on ovarian granulosa cells by impairing cell proliferation, mitochondrial function, and METTL3-mediated m6A modification.",PubMed
CYCLOPHOSPHAMIDE,42532275,2026 Jul 30,Transplant Cell Ther,Reduced-Dose PTCy Plus Post-Engraftment Low-Dose ATG for GVHD Prophylaxis in Haploidentical PBSC Transplantation.,PubMed
CYCLOPHOSPHAMIDE,42531433,2026 Jul 30,Clin Cancer Res,"Phase I Trial of GPC3-Targeted TCR Fusion Construct, CT0180, in patients with Advanced Hepatocellular Carcinoma.",PubMed
CYCLOPHOSPHAMIDE,42529729,2026 Jun,Cureus,Comparative Efficacy and Safety of Mycophenolate Mofetil Versus Cyclophosphamide As Induction Therapy for Lupus Nephritis: A Systematic Review and Meta-Analysis.,PubMed
CYCLOPHOSPHAMIDE,42527384,2026 Jul 29,Pediatr Blood Cancer,"The VIVA Regimen (Vinorelbine, Ifosfamide, Vincristine, and Actinomycin-D) for High-Risk Rhabdomyosarcoma: Feasibility and Outcomes From a Single-Institution Study.",PubMed
